"filename", "language", "JSON", "Markdown", "JavaScript", "XML", "YAML", "Ignore", "Docker", "TypeScript", "TypeScript React", "SCSS", "CSS", "HTML", "comment", "blank", "total"
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionFinalize.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 4, 11, 177
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionFlip.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 12, 20, 208
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionGroup.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 0, 5, 7, 192
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionHistory.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 8, 102
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionMenu.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 5, 90
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionNavigate.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 1, 7, 59
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionProperties.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 775, 0, 0, 0, 0, 23, 798
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionSelectAll.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 2, 32
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionStyles.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 1, 4, 77
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionToggleGridMode.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 2, 23
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionToggleStats.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 20
"/home/keyhan/Desktop/AsemanWeb/whiteboard/excalidraw-0.9.0/src/actions/actionToggleViewMode.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 22
